Text,Start Time,Duration
the footer here at the bottom,12995.52,3.62
let's see if that has changed something,12999.479,4.26
so now we have the header that's nice,13002.12,4.5
now we have the footer as well and now,13003.739,4.861
let's go back in here and maybe add that,13006.62,4.08
Banner image as well so I'm going to go,13008.6,4.56
into home and there are two things here,13010.7,5.22
so there is this image and then there is,13013.16,5.159
a style tag as well so it turns out that,13015.92,4.2
style tags do not have to be in the head,13018.319,4.381
they can be anywhere in the body so I'm,13020.12,5.22
going to put this style tag right above,13022.7,3.779
this image,13025.34,4.08
and then I'm going to copy all this and,13026.479,5.161
I'm going to create a new file,13029.42,3.479
foreign,13031.64,3.66
er.html,13032.899,4.801
and I'm going to put that in here all of,13035.3,5.519
this inside banner.html,13037.7,5.94
and inside home I am going to Simply,13040.819,6.301
include banner.html,13043.64,3.48
okay and not only inside home but I'm,13049.22,5.16
going to do the same inside,13051.8,4.139
so the banner is still here I'm going to,13054.38,4.74
do the same Inside Job page.html,13055.939,5.941
okay so our website once we've created,13059.12,4.98
it for one page it's very easy to,13061.88,4.019
replicate across other pages,13064.1,4.02
now let's Center this a bit the way this,13065.899,4.5
is centered on the home is using a,13068.12,3.72
container you can see here we have a,13070.399,3.96
container so let's take that and maybe,13071.84,4.979
I'll also retain this careers Joven,13074.359,6.0
Courier's title here so let me also and,13076.819,5.101
let's get rid of this company name this,13080.359,3.661
is no longer useful so I'm just going to,13081.92,4.2
call it Jovian careers,13084.02,4.919
and in app.pi I'm going to remove this,13086.12,5.279
company name here that we had passed in,13088.939,5.04
earlier but let's go back to home and,13091.399,4.441
let's copy this container let's copy,13093.979,6.121
this H1 and let's take that and let's,13095.84,7.8
put that into jobpage.html,13100.1,7.56
and put all of this inside the container,13103.64,6.66
and let's close the div,13107.66,6.36
let's go back let's see that,13110.3,7.019
okay so it is starting to look pretty,13114.02,6.06
nice I would say we have the title,13117.319,4.5
location salary I think these are,13120.08,3.359
probably too big so maybe we can make,13121.819,3.901
these h4s,13123.439,5.46
and maybe let's make this H3 and just,13125.72,6.8
show the title here instead of saying,13128.899,3.621
yeah let's make this S3 and let us just,13132.8,4.2
show the job title here instead of,13134.899,3.781
showing this in a paragraph so just a,13137.0,4.56
slightly nicer layout and let's load the,13138.68,5.04
location here but let us display it,13141.56,6.96
using a P tag and let us give the class,13143.72,7.2
lead remember the class lead we had used,13148.52,3.48
the last time just to make the text,13150.92,5.66
bigger and let's make these all h4s,13152.0,4.58
okay and I'm going to move the salary,13163.22,4.019
below,13165.14,3.66
the,13167.239,4.2
requirements and responsibilities let's,13168.8,3.9
go back,13171.439,3.661
and I think we are almost there now we,13172.7,4.619
have data scientist New Delhi India okay,13175.1,4.62
maybe we don't need the space above so,13177.319,4.381
I'm just going to say,13179.72,4.82
class,13181.7,2.84
m,13186.08,4.92
maybe this is space below the,13187.76,5.24
heading so I'm just going to say class,13191.0,4.92
mb2 just reducing the space a little bit,13193.0,3.88
here,13195.92,3.12
okay and let's change this to a simple,13196.88,3.84
Mt 0,13199.04,3.72
so I'm just fixing a bit of spacing,13200.72,4.8
using some margin classes from bootstrap,13202.76,4.62
okay so nothing major this is just,13205.52,3.9
things that you have to mess around with,13207.38,3.899
a little bit okay so now we have data,13209.42,3.08
scientist New Delhi India,13211.279,4.021
responsibilities requirement salary but,13212.5,5.26
there's one problem here if I go back,13215.3,5.46
into the data that we had inserted the,13217.76,4.92
sample jobs data,13220.76,4.5
you can see here that there are,13222.68,4.679
multiple lines present here you can see,13225.26,4.44
that there is a next line after each of,13227.359,4.021
these points,13229.7,3.42
but these points don't seem to be,13231.38,4.26
showing up on this page so it would be,13233.12,5.52
nice to make these show up as pointers,13235.64,4.74
first of all instead of as a paragraph,13238.64,4.02
so it's not detecting the new lines and,13240.38,3.96
maybe we should also be using bullet,13242.66,4.38
points in some fashion here so let's do,13244.34,5.099
that let's make these bullet points and,13247.04,5.52
the way to make bullet points in HTML is,13249.439,4.861
using something called,13252.56,4.98
an unordered list so you say ul and as,13254.3,5.16
soon as you say UL now you've started a,13257.54,4.38
bulleted list and then inside it you put,13259.46,7.019
each element into its own Li tag so UL,13261.92,7.019
stands for unordered list and Li stands,13266.479,5.88
for list item so here you have item a,13268.939,6.54
here you have Item B and then here you,13272.359,3.841
have,13275.479,3.84
Li item C and so on and let me just save,13276.2,4.56
that and I'll show you what that looks,13279.319,3.601
like before we,13280.76,4.559
yeah so this is what it looks like item,13282.92,4.38
a Item B item C all we have to do is we,13285.319,3.781
have to put this inside,13287.3,3.059
ul and Li,13289.1,2.879
now,13290.359,4.62
our responsibilities is a single string,13291.979,4.92
although it does contain these new line,13294.979,4.5
characters and so what we need to do is,13296.899,6.241
we need to first split it into a bunch,13299.479,6.061
of lines a list of lines and then we,13303.14,4.32
need to Loop over those lines and create,13305.54,4.56
allies or list items,13307.46,4.8
so I'm just going to write the code here,13310.1,4.08
and I'll let you think about how that,13312.26,6.36
works so I'm going to say for line,13314.18,8.94
in job dot responsibilities,13318.62,7.02
or actually just responsibilities here,13323.12,4.92
so let me just call it that job doctors,13325.64,4.98
responsibilities dot split,13328.04,4.98
and I'm going to split it at the new,13330.62,3.72
line character,13333.02,2.82
okay so that's going to give me a list,13334.34,3.66
of lines and then I'm going to get each,13335.84,3.72
line from that list,13338.0,5.54
and let's put end for here,13339.56,3.98
and now here,13344.84,4.92
we can simply render the line inside a,13347.0,5.42
list item,13349.76,2.66
okay so this code is going to seem,13352.52,5.459
confusing right now but spend some time,13354.739,4.981
with it experiment with it a little bit,13357.979,4.201
and hopefully you'll see what it's doing,13359.72,5.219
we are taking responsibilities from the,13362.18,4.98
job we are splitting it at the new line,13364.939,3.901
character and new line characters are,13367.16,3.18
already present but they don't get,13368.84,4.439
rendered automatically in HTML for us so,13370.34,4.139
we're splitting it at the new line,13373.279,3.781
character and then we are looping over,13374.479,5.041
it so we get each line and for each line,13377.06,4.98
we create a list item okay so we if,13379.52,4.2
there are 10 responsibilities then it's,13382.04,3.899
going to create 10 allies and all of,13383.72,4.5
those allies are inside the UL and,13385.939,5.101
that's why you get back this,13388.22,5.04
okay so that's great that's nice so now,13391.04,4.92
we have a nice bulleted list here let's,13393.26,5.34
do this same thing for requirements,13395.96,5.58
instead of a bulleted list this time I'm,13398.6,4.86
going to create what's called a numbered,13401.54,3.899
list or an ordered list so instead of UL,13403.46,4.019
I'm going to use ol,13405.439,6.121
and I am going to then pass in,13407.479,7.201
the same for so I'm going to say,13411.56,5.04
4,13414.68,3.96
line in,13416.6,5.839
job DOT requirements,13418.64,3.799
and end for,13424.34,5.76
let's get the N4 from here,13426.38,5.88
and now the line each line is going to,13430.1,3.839
come from job DOT requirements and now,13432.26,3.12
I'm going to render,13433.939,4.321
the value of the line,13435.38,6.0
so these templates are very powerful you,13438.26,5.4
can do all sorts of manipulation data,13441.38,5.22
manipulation right within the template,13443.66,5.52
and now you see oops I think I went too,13446.6,4.98
far I should be splitting job,13449.18,4.44
requirements dot split so now we have,13451.58,4.08
created one item for every character,13453.62,4.199
that's not what we wanted so job,13455.66,5.159
requirements.split,13457.819,3.0
and now you see here that you have all,13461.0,4.92
the requirements in different lines as,13463.76,4.2
well so that's the requirements for the,13465.92,4.859
data scientist role let's check the data,13467.96,5.6
analyst role,13470.779,2.781
and that looks good let's check the,13474.38,4.58
backend engineer role that looks good,13479.96,3.359
too,13482.3,2.939
and that's it we've now created a bunch,13483.319,4.5
of different Dynamic pages,13485.239,5.7
powered by data from the database and we,13487.819,5.46
are making it look nice we're making it,13490.939,4.8
look pretty good maybe one other thing,13493.279,4.2
we can do is we can maybe make this,13495.739,4.441
button this this thing in a nav we can,13497.479,4.441
maybe configure it to go back to the,13500.18,5.16
home page so let's go back into nav.html,13501.92,6.78
so let's go to nav.html and here we have,13505.34,5.639
this a tag already and let us just,13508.7,5.46
change its location to slash so the word,13510.979,5.34
Jovian when we click on it it is going,13514.16,4.26
to take us back to the home page and,13516.319,3.181
it's important to have navigation,13518.42,3.42
otherwise your visitors website visitors,13519.5,3.84
may not be able to figure out how to go,13521.84,4.2
back even this is not very obvious but,13523.34,4.92
let me first reload this so now I want a,13526.04,3.48
job page here,13528.26,4.559
and if I click this,13529.52,5.339
that's going to now take me back to the,13532.819,2.941
home page,13534.859,2.821
and from the home page I can click on,13535.76,3.96
the apply page,13537.68,4.74
and that's going to bring me back to the,13539.72,4.98
job page and I can click here and go,13542.42,3.3
back,13544.7,3.48
into the job page and then click apply,13545.72,5.639
and go into a different page,13548.18,7.559
so great we've now created Dynamic pages,13551.359,6.361
so we've completed this step create,13555.739,5.16
Dynamic pages to display job role and we,13557.72,4.98
have now shared layout Styles and,13560.899,3.901
navigations using bootstrap,13562.7,3.9
between the two,13564.8,3.9
home between the home and the job Pages,13566.6,4.139
you should always try to share as much,13568.7,4.14
code as possible and that's how your,13570.739,3.841
style will stay consistent if you copy,13572.84,3.599
paste things then you can make change in,13574.58,3.3
one place and the change won't reflect,13576.439,3.42
in the other place so less code is,13577.88,4.2
always better so keep that in mind,13579.859,6.061
all right let's also finally just,13582.08,7.739
make save this to GitHub and then let,13585.92,6.479
that deploy to render.com,13589.819,5.16
so now we have added,13592.399,5.58
Dynamic Pages for,13594.979,4.981
each job,13597.979,4.081
let's commit and push that and that,13599.96,4.2
should get deployed in a couple of,13602.06,6.06
minutes to jovencareers.com,13604.16,3.96
so we've Now read from the database but,13610.399,4.021
now we'll see how to write data back to,13612.56,3.36
the database and that's going to,13614.42,4.14
complete the loop a fully functional,13615.92,5.28
database driven application and in the,13618.56,6.719
meantime we can verify that GitHub has,13621.2,6.3
the latest code you can see that it says,13625.279,4.2
Dynamic Pages for each job created one,13627.5,5.279
minute ago and we can go to render.com,13629.479,6.721
to verify that a recent deployment was,13632.779,4.741
done,13636.2,3.42
so let's see here a deployment was,13637.52,4.2
started,13639.62,4.08
okay,13641.72,4.08
Dynamic Pages for each job a deployment,13643.7,4.56
has been started and it might take maybe,13645.8,4.32
a minute or two so it is just,13648.26,4.2
downloading the cache right now just to,13650.12,5.88
quickly recap what we've done so far we,13652.46,6.18
set up a project,13656.0,4.319
by creating a copy of our existing,13658.64,3.719
GitHub project opened it on replit and,13660.319,3.841
also deployed it on render,13662.359,4.08
we also created a mySQL database on,13664.16,4.5
planet scale and connected to it using,13666.439,4.92
the MySQL workbench and,13668.66,4.079
then,13671.359,4.08
added some data into it created a table,13672.739,4.681
then we connected to it from replit,13675.439,4.861
using SQL Alchemy and then we used that,13677.42,4.92
to display the list of jobs from the,13680.3,3.599
cloud database,13682.34,3.36
onto the page,13683.899,3.96
then we created Dynamic pages to display,13685.7,4.86
each job role first we simply got,13687.859,5.101
information about a single job ID from,13690.56,4.259
the database and displayed that as Json,13692.96,4.979
then we showed that in an HTML format,13694.819,5.04
and then we used shared layout,13697.939,5.161
components to make the user interface,13699.859,6.0
look nicer and more consistent and we,13703.1,4.679
also made connections between the main,13705.859,5.701
page and the other page so now the now,13707.779,6.96
our site is now live okay looks like,13711.56,4.74
there was some change that did not get,13714.739,4.2
pushed so let's see looks like we have a,13716.3,4.38
bunch of,13718.939,4.321
things here that did not get added so,13720.68,4.86
I'm going to add these and add new,13723.26,3.9
templates,13725.54,5.1
and click commit and push and as soon as,13727.16,6.779
this gets deployed we should have all of,13730.64,5.58
these changes pushed to GitHub and,13733.939,6.061
deployed on jovencareers.com,13736.22,3.78
and careers.com,13741.979,6.781
will have a dynamic list of jobs,13744.2,6.6
loaded from the database every time we,13748.76,3.66
add a new job in the database it will,13750.8,3.78
automatically show up here,13752.42,4.979
we just have to reload the browser and,13754.58,6.48
we can go click apply and look at the,13757.399,5.701
actual job page as well,13761.06,4.56
but of course what's missing here is the,13763.1,4.379
actual application form,13765.62,4.5
so the actual application form is,13767.479,4.441
missing and we are going to add that,13770.12,2.76
next,13771.92,3.42
so let's go back here let's go into,13772.88,7.5
files and let us go into app.pi and see,13775.34,7.32
where we can add the application form,13780.38,5.34
so we want ideally the application form,13782.66,6.48
to show up right below here somewhere in,13785.72,6.3
fact if we go back into the wireframes,13789.14,6.2
that we had created early on,13792.02,3.32
you can see here that on the job page we,13797.42,4.68
have this information about the job and,13800.42,4.2
here we have the application form so we,13802.1,4.2
want the application form to show up,13804.62,4.44
right below somewhere here,13806.3,5.519
so how do we make that happen we have to,13809.06,6.0
make some change Inside Job page.html,13811.819,5.821
so I'm going to go into templates and I,13815.06,5.58
am going to first create a new template,13817.64,6.74
called application dot application form,13820.64,6.66
application underscoreform.html,13824.38,5.5
and I'm going to go into jobpage.html,13827.3,6.86
and include it so first let me just put,13829.88,4.28
to do,13834.2,4.739
application form goes here,13835.7,5.46
and let me close this for a moment let,13838.939,3.721
me also,13841.16,4.02
put this away to the side so application,13842.66,4.079
form goes here,13845.18,3.599
and let me import that inside,13846.739,4.021
jobpage.html,13848.779,4.5
so let me import,13850.76,4.32
inside the container,13853.279,4.761
let us import,13855.08,2.96
application,13859.58,4.68
form.html,13861.26,3.0
okay and let's go back here let's reload,13865.939,5.721
this page,13869.239,2.421
okay there seems to be an error,13872.06,3.679
oh it should be called include,13878.66,7.22
yep and let's reload that,13881.54,4.34
okay so now we have here to do,13886.58,3.6
application form goes here and now we,13888.62,3.54
can start creating the form,13890.18,7.02
so to create forms in HTML there is a,13892.16,7.38
special tag called form so first let's,13897.2,6.3
just give this a title a application,13899.54,7.02
form and there is a stack called form,13903.5,5.88
and that's how you create a form in HTML,13906.56,6.24
and within the form we want some inputs,13909.38,6.54
so there's a tag called input and the,13912.8,4.8
most and you have to give each input a,13915.92,4.319
type so the most common type is text and,13917.6,4.2
you have to give each input a name so,13920.239,3.66
let's just call this full underscore,13921.8,3.019
name,13923.899,4.08
and that's it,13924.819,5.681
and that should show an input box,13927.979,5.401
and let's just save that and let's see,13930.5,5.7
what that gave us here,13933.38,5.28
okay so now we have this input box but,13936.2,4.079
we probably want some kind of a label,13938.66,4.44
here so we can go in here and we can,13940.279,4.441
actually give it a label so we can say,13943.1,3.9
label,13944.72,4.62
full name,13947.0,4.08
and we can also show,13949.34,4.019
some sort of a placeholder here so we,13951.08,4.02
can type placeholder and attribute,13953.359,4.681
placeholder and say,13955.1,6.6
Bruce Wayne again this is something that,13958.04,5.76
if you take a basic the even the most,13961.7,4.44
basic HTML tutorial they will show you,13963.8,5.58
exactly this right so,13966.14,5.099
now you have,13969.38,4.019
full name Bruce Wayne I probably want,13971.239,4.561
this on the next line so I am just going,13973.399,5.04
to put a br here so BR is used to create,13975.8,5.22
a new line so these are all common HTML,13978.439,4.38
tags that you can look up how to add a,13981.02,3.9
new line in HTML okay so now we have,13982.819,5.281
full name Bruce Wayne that's nice and of,13984.92,4.439
course this is not the actual field,13988.1,3.0
information this is just a placeholder,13989.359,3.321
and as you start typing it will go away,13991.1,3.96
and what are the things we want for an,13992.68,4.599
application so let's go back here let's,13995.06,6.14
check the design that we had,13997.279,7.321
xcaliddraw.com okay so we want name,14001.2,5.739
email LinkedIn,14004.6,4.379
education work experience and resume,14006.939,4.621
link and education work experience,14008.979,4.981
should allow multiple lines of text and,14011.56,3.839
then resume link should be a URL,14013.96,3.54
LinkedIn should be a URL so let's come,14015.399,4.08
back and let's start putting these,14017.5,6.359
things in so let's put label,14019.479,4.38
email,14025.06,4.5
and we can put in,14027.34,4.2
put,14029.56,4.08
type equals,14031.54,5.939
text name equals email and this name is,14033.64,5.639
going to be important later you're going,14037.479,3.84
to see how,14039.279,5.221
Bruce wayne.com,14041.319,7.681
and let's create a again another label,14044.5,8.52
and this time we have the LinkedIn,14049.0,8.22
and let's see input type equals text,14053.02,6.68
name equals email,14057.22,6.2
placeholder equals,14059.7,3.72
LinkedIn let's call it LinkedIn URL,14064.779,4.16
LinkedIn dot in linkedin.com in slash,14070.479,7.681
Bruce Wayne okay so it's nice to provide,14074.279,6.16
hints as to what you expect to see in,14078.16,3.3
the form,14080.439,3.601
that makes it easier for the people,14081.46,4.38
filling the form and I think we might,14084.04,4.38
need maybe we can just put this inside a,14085.84,4.979
div each one,14088.42,7.64
so that they show up separately,14090.819,5.241
and use a br here,14097.3,3.5
so div simply creates a box around,14103.3,4.5
things and then two things don't show up,14105.16,4.26
on the same line if they are in,14107.8,3.12
different divs,14109.42,4.38
so let's check that,14110.92,5.279
okay close enough,14113.8,5.76
let's put BR here as well so before we,14116.199,5.101
add the other inputs,14119.56,3.719
let's add a submit button,14121.3,4.2
to the form so now we have full name,14123.279,4.08
email LinkedIn URL all these are there,14125.5,3.72
let's add a submit button so we can add,14127.359,4.681
a submit button simply by,14129.22,6.54
saying input type equals submit,14132.04,6.779
and that's it and we can also say name,14135.76,5.16
equals submit if you want,14138.819,4.561
but this is all we need to add a submit,14140.92,4.559
button,14143.38,4.2
great so now we have full name email,14145.479,4.38
LinkedIn URL submit maybe we need some,14147.58,6.06
margins here so let me just do class,14149.859,6.481
MB,14153.64,7.219
2 and let's put that all over,14156.34,4.519
and let's check that one more time,14164.92,3.62
okay our form is looking nice so we have,14168.699,5.04
Apple full name email LinkedIn URL and,14170.739,5.341
we can click submit but nothing happens,14173.739,3.96
when we click submit you can see it just,14176.08,3.06
reloads the page,14177.699,2.7
so,14179.14,3.839
well actually something does happen,14180.399,4.92
if you see here what has happened here,14182.979,5.401
is it has reloaded the page but it has,14185.319,5.341
added some information in the URL so,14188.38,4.5
looks like the names of the inputs got,14190.66,4.68
picked up and something is supposed to,14192.88,4.5
show up here which is not showing up yet,14195.34,3.96
because we have not filled the form,14197.38,5.16
so let's come back and let's do one,14199.3,5.28
thing first let's fix this this should,14202.54,4.14
be called LinkedIn,14204.58,6.0
URL and let's add an action to the form,14206.68,7.559
so an action lets us specify where the,14210.58,6.18
data in the form is supposed to be sent,14214.239,5.281
so when we click submit we want this,14216.76,5.04
information to be sent to job,14219.52,3.719
and,14221.8,4.399
remember this is being used inside job,14223.239,5.341
page.html and inside job page we have,14226.199,5.2
this job object and is in this job,14228.58,5.399
object we have,14231.399,5.88
ID so I can go back here into nav sorry,14233.979,6.3
into application form and I can say that,14237.279,5.341
I want this to be sent,14240.279,5.7
into job ID,14242.62,7.26
slash apply okay so we don't have a,14245.979,5.641
Handler for this route yet but this is,14249.88,3.059
where we want this information to be,14251.62,5.279
sent so now if I just,14252.939,6.96
reload the page,14256.899,5.221
and then fill some information let's say,14259.899,4.741
our caution is our caution is at,14262.12,4.68
joven.ai,14264.64,4.44
and let me leave this blank and I click,14266.8,3.5
submit,14269.08,3.48
observe the URL,14270.3,5.74
so now the URL has gone to,14272.56,7.7
German careers website V2 repel.com,14276.04,6.96
apply and then we have a question mark,14280.26,5.679
and then we have full name equals Akash,14283.0,5.46
plus n plus s and then email equals,14285.939,4.081
something and then LinkedIn equals,14288.46,3.3
something so this data got encoded in,14290.02,4.44
some format and added to the URL,14291.76,5.46
but of course we don't have any routes,14294.46,4.56
in our flask application to handle them,14297.22,3.96
so that's why it says not found over,14299.02,2.94
here,14301.18,3.48
but that's where we can now go ahead and,14301.96,3.96
we can,14304.66,4.5
handle this by creating a new route,14305.92,6.42
so let's come in here and let's say app,14309.16,5.9
dot route,14312.34,2.72
and let's do slash job and slash ID so,14318.58,5.52
now,14322.54,4.02
we have the ID here,14324.1,5.04
and then slash apply,14326.56,5.94
yeah so slash job slash ID slash apply,14329.14,5.58
then,14332.5,4.979
let's call this apply to job and once,14334.72,4.679
again it's going to get the ID so it's,14337.479,4.021
going to match slash job slash one slash,14339.399,4.5
apply slash job slash two slash apply so,14341.5,4.979
anything that has slash job slash some,14343.899,4.92
ID slash apply this is only going to,14346.479,4.081
match slash job slash one two three,14348.819,3.781
that's not going to match job slash one,14350.56,3.78
slash apply okay,14352.6,5.639
so now we have this information here,14354.34,6.059
about the ID,14358.239,4.561
and from this ID we can get the job if,14360.399,4.621
we want but how do we get all this,14362.8,3.66
information that is there after this,14365.02,2.94
question mark so you can see there is,14366.46,2.7
all this information after the question,14367.96,2.16
mark,14369.16,3.119
a question mark full name equals Akash,14370.12,4.44
NS and so on the way to get that,14372.279,5.881
information is using,14374.56,5.94
the request,14378.16,4.98
variable from flask so we can come in,14380.5,4.38
here and we can say,14383.14,6.839
data equals request Dot args okay and,14384.88,8.84
for a moment let's just return,14389.979,3.741
Json fi,14394.3,3.38
data,14398.439,3.601
and let's see what that does so we are,14399.939,4.081
getting request.args and request is,14402.04,3.6
imported from flask,14404.02,4.5
and then we just say jsonify data so,14405.64,4.2
we're just taking whatever is there in,14408.52,3.179
request.arcs and converting it into Json,14409.84,4.32
let's go back and submit the form once,14411.699,5.04
again so we have akashness email,14414.16,4.8
akashness at jobin.ai and let's click,14416.739,4.021
submit,14418.96,5.88
and now when we send this data to the,14420.76,6.059
apply route,14424.84,4.26
okay yeah when we send this data to the,14426.819,5.281
apply route you can see that now all,14429.1,4.379
this information which was there in the,14432.1,5.04
URL got read into this variable data and,14433.479,6.061
then it got converted into Json so now,14437.14,4.98
here we have email full name LinkedIn,14439.54,4.56
and submit we probably don't want to,14442.12,3.779
submit so I can go back here and remove,14444.1,3.48
the submit remove the name for the,14445.899,5.761
submit so this will not get a name,14447.58,6.06
and now if I reload this page you'll see,14451.66,3.18
that it,14453.64,3.48
let's see if I click submit once again,14454.84,5.479
from this page,14457.12,3.199
now it is only showing us email full,14465.76,4.5
name and Linkedin URL,14468.22,6.179
great so that's good now we have some,14470.26,5.219
data,14474.399,4.621
that is filled in from one page and it,14475.479,5.701
is sent into another page,14479.02,4.98
and here inside this page inside the,14481.18,5.759
page inside the route job slash ID slash,14484.0,6.0
apply we can do some things we can store,14486.939,6.361
this in the DB,14490.0,7.14
and we can maybe also maybe display an,14493.3,6.439
acknowledgment,14497.14,2.599
and maybe we can also send an email so,14500.68,5.04
we can do all sorts of things with this,14503.859,3.0
information,14505.72,5.4
now remember our job listing,14506.859,6.301
our application form has a bunch of,14511.12,4.26
fields so it also has education and work,14513.16,4.98
experience and resume link and putting,14515.38,4.979
all that information in the URL can make,14518.14,5.16
the URL too long and also just slow,14520.359,5.101
things down a little bit so there is,14523.3,4.74
another way you can submit forms one way,14525.46,5.64
to submit forms is using sending data to,14528.04,5.279
a new route in the URL,14531.1,4.2
another way to submit from or another,14533.319,4.38
method to submit forms is something,14535.3,5.46
called post so here what you can do is,14537.699,7.521
you can say method equals post,14540.76,4.46
and now,14546.46,4.8
if I just go back here,14548.92,5.34
and reload this page,14551.26,6.8
and let's do this again,14554.26,3.8
and click submit,14559.96,4.92
so now you can see that we get an error,14562.12,4.44
first of all saying that this method is,14564.88,4.439
not allowed on this URL and second there,14566.56,5.52
is nothing in the URL the first name,14569.319,4.741
last name Etc don't show up in the URL,14572.08,4.08
anymore you can take a closer look here,14574.06,4.86
it just says slash job slash apply so,14576.16,4.56
when you are submitting using the post,14578.92,4.92
method then you need to process,14580.72,5.28
information using the post method tool,14583.84,3.96
so you can go in here and you can say,14586.0,5.279
methods equals post,14587.8,6.5
so now we have the form application,14591.279,6.42
form.html which uses the post method,14594.3,6.399
and then we have the route slash job,14597.699,5.401
slash ID apply which,14600.699,5.461
also expects the post method so it,14603.1,5.46
expects some data to be posted by the,14606.16,5.88
browser and not sent in a URL so now if,14608.56,6.78
I go back once again and click submit,14612.04,4.62
once again,14615.34,3.84
you can see now that nothing was sent in,14616.66,5.279
the URL and nothing is getting displayed,14619.18,5.58
here that's because now when you post,14621.939,4.401
data the data is no longer in,14624.76,3.84
request.arcs request.arcs contains,14626.34,4.72
information from the URL when you post,14628.6,5.52
the data is present in request.form okay,14631.06,6.839
so now I'm gonna go back one last time,14634.12,7.02
and click submit once again and this,14637.899,4.321
time,14641.14,3.54
you can see when we clicked submit that,14642.22,4.62
data was posted,14644.68,4.92
to this URL slash job slash three slash,14646.84,4.859
apply so nothing in the URL but the data,14649.6,4.56
was posted it was sent by the browser,14651.699,5.58
along with the request to this URL and,14654.16,5.159
now that data was accessed using,14657.279,5.521
request.form and finally that data was,14659.319,6.721
displayed here as email full name and,14662.8,5.519
Linkedin URL as Json,14666.04,5.159
okay so let's now just go ahead and add,14668.319,4.62
the other form Fields as well so I'm,14671.199,2.881
just going to add in the other form,14672.939,3.241
field so we have LinkedIn URL then we,14674.08,3.06
have,14676.18,2.46
I believe,14677.14,3.78
work education work experience and,14678.64,4.92
resume URL so I'm going to create one,14680.92,4.559
div,14683.56,5.04
and let's put in a label here,14685.479,4.621
education,14688.6,4.44
and let's put in an input here okay so,14690.1,4.98
now we want a multi-line input and,14693.04,3.779
there's a special tag for multi-layer,14695.08,3.84
input called text area so let's call,14696.819,4.641
that text area let's give it the name,14698.92,6.899
education and that is going to be a,14701.46,7.08
multi-line input,14705.819,2.721
and I think you have to close it like,14711.58,3.92
this,14713.319,2.181
so again something that can be looked up,14717.52,4.56
easily what is a multi-line input how to,14719.56,5.04
create a multi-line input in HTML,14722.08,6.5
education then we have work experience,14724.6,3.98
and then we have text area again,14730.779,4.5
name is,14733.3,3.54
work,14735.279,4.521
experience,14736.84,2.96
great and finally we have a resume URL,14743.62,5.22
I'm just going to copy this and paste,14746.439,3.42
this in here,14748.84,3.42
and let's change this to,14749.859,5.161
resume URL and the placeholder let's,14752.26,6.139
just remove the placeholder here,14755.02,3.379
and let's just call this,14758.979,5.101
resume URL,14761.1,5.08
okay,14764.08,5.34
let's add back this class here class mb2,14766.18,5.88
everywhere,14769.42,5.76
so now our form is largely complete we,14772.06,4.44
have,14775.18,3.599
if we go back here and reload the page,14776.5,5.1
we should see all the fields okay we,14778.779,4.741
might need to just add,14781.6,5.06
br's here,14783.52,3.14
so now we have full name email LinkedIn,14794.14,5.219
URL education work experience resume URL,14796.66,6.48
and we can click submit that's nice and,14799.359,5.58
maybe these can be a little bigger so,14803.14,4.5
we'll handle that styling later but at,14804.939,4.38
least we have all the fields now and I,14807.64,3.179
can just put in information into some of,14809.319,3.741
these,14810.819,2.241
and let's just put some sample,14820.0,3.66
information here,14822.1,3.42
and let's click submit,14823.66,3.96
and all of that gets posted and nothing,14825.52,4.379
is sent in the URL so it's nice and,14827.62,4.739
short but all the information is sent,14829.899,3.901
into,14832.359,2.88
flask,14833.8,3.12
and of course now we can come back into,14835.239,4.021
flask and we can probably actually,14836.92,5.42
render this information properly so,14839.26,6.42
let's say application,14842.34,7.12
let's create a file a new file here,14845.68,7.019
and let's call it application,14849.46,7.979
submitted or just application.html,14852.699,4.74
let's call it application submitted dot,14857.68,4.44
HTML,14859.72,5.34
and in application submitted.html and,14862.12,4.14
this is the template that we're going to,14865.06,4.139
render from that route which handles the,14866.26,5.34
application so this needs to be an,14869.199,4.381
entire HTML page so once again I'm going,14871.6,4.139
to go to the job page I'm going to pick,14873.58,4.159
up doctype,14875.739,3.54
HTML,14877.739,4.561
let's put that,14879.279,3.021
and let's get HTML,14882.58,5.699
and let's get title,14885.399,5.821
application submitted let's just say,14888.279,4.561
that,14891.22,3.719
of course that should be inside head so,14892.84,5.18
let's put that inside head,14894.939,3.081
and let's put body and in the body let's,14898.6,5.219
start just showing that information so,14901.6,4.5
H4,14903.819,4.88
full name,14906.1,2.599
maybe just a div,14909.76,6.24
and let's look for a variable called,14913.3,4.5
application and from the application,14916.0,3.239
let's get,14917.8,4.979
full underscore name and maybe let's do,14919.239,5.341
one more so,14922.779,4.2
let's get,14924.58,7.26
email and let's print the email here,14926.979,6.061
okay,14931.84,3.84
and now let's go back into app.pi and,14933.04,6.3
let's render that so now we are saying,14935.68,6.299
instead of jsonify the data we want to,14939.34,5.479
say render,14941.979,2.84
template,14946.0,4.68
application,14947.92,5.399
submitted.html,14950.68,7.08
and we want to pass application as the,14953.319,7.38
data that was received,14957.76,6.0
so we are taking the form data we are,14960.699,5.101
taking that dictionary that we get from,14963.76,3.599
the form data and we are passing it with,14965.8,3.42
the name application,14967.359,5.04
